routeId,stopSequence,stopId,distanceToNextStop
199,13,246,102
199,14,247,235
199,15,248,357
199,16,250,239
199,17,249,531
199,18,251,401
199,19,252,292
199,20,253,382
199,21,254,240
199,22,255,269
199,23,256,372
199,24,911,370
199,25,913,305
199,26,912,667
199,27,1945,0
20,0,166,230
20,1,1115,465
20,2,1151,697
20,3,1152,328
20,4,1154,365
20,5,1153,300
20,6,1156,344
20,7,7800,300
20,8,1155,442
20,9,1158,179
20,10,1160,507
20,11,4592,323
20,12,1157,67
20,13,4586,526
20,14,1162,323
20,15,1164,146
20,16,7704,202
20,17,1161,286
20,18,1166,249
20,19,1163,439
20,20,1168,278
20,21,1167,308
20,22,1170,593
20,23,1220,427
20,24,1169,555
20,25,1172,646
20,26,1171,1177
20,27,7609,913
20,28,3233,460
20,29,1173,507
20,30,1174,538
20,31,1176,452
20,32,1175,745
20,33,1177,471
20,34,1178,304
20,35,1179,483
20,36,1180,653
20,37,1181,416
20,38,1182,530
20,39,1183,294
20,40,1184,249
20,41,1185,0
204,0,8,328
204,1,621,167
204,2,620,272
204,3,622,266
204,4,624,580
204,5,623,384
204,6,626,286
204,7,627,341
204,8,628,340
204,9,629,556
204,10,1386,289
204,11,117,583
204,12,4150,288
204,13,630,617
204,14,631,449
204,15,632,422
204,16,633,333
204,17,634,363
204,18,635,575
204,19,636,991
204,20,637,581
204,21,638,1231
204,22,639,492
204,23,640,498
204,24,3422,356
204,25,3430,514
204,26,641,842
204,27,643,433
204,28,642,539
204,29,644,297
204,30,645,427
204,31,646,800
204,32,3876,613
204,33,3424,569
204,34,3425,15519
204,35,7694,0
21,0,1203,908
21,1,872,484
21,2,1244,233
21,3,1246,273
21,4,1245,815
21,5,1247,340
21,6,1249,296
21,7,1251,1361
21,8,1250,151
21,9,1253,323
21,10,1252,230
21,11,1254,883
21,12,854,460
21,13,1255,452
21,14,1191,0
211,0,7190,322
211,1,7191,261
211,2,7193,388
211,3,1261,553
211,4,1258,266
211,5,7196,247
211,6,7197,297
211,7,7198,108
211,8,1372,341
211,9,7199,390
211,10,7200,263
211,11,7195,524
211,12,1241,423
211,13,7203,242
211,14,7204,605
211,15,7189,0
212,0,7180,252
212,1,7182,265
212,2,7183,444
212,3,7184,289
212,4,7185,304
212,5,7186,91
212,6,7206,537
212,7,1260,561
212,8,7189,0
214,0,6942,209
214,1,621,167
214,2,620,272
214,3,622,266
214,4,624,345
214,5,625,235
214,6,623,586
214,7,4763,349
214,8,4764,181
214,9,4765,270
214,10,4766,350
214,11,3455,223
214,12,3457,335
214,13,3458,270
214,14,3459,335
214,15,3460,582
214,16,3461,401
214,17,3423,371
214,18,2310,432
214,19,2312,445
214,20,2313,421
214,21,3462,548
214,22,3466,397
214,23,3463,330
214,24,3464,331
214,25,3465,488
214,26,3468,490
214,27,3289,508
214,28,3288,643
214,29,3290,437
214,30,3467,488
214,31,3470,482
214,32,3469,422
214,33,3472,614
214,34,3471,592
214,35,3474,548
214,36,3473,664
214,37,3476,653
214,38,3475,18576
214,39,7209,0
215,0,394,119
215,1,1042,329
215,2,396,874
215,3,536,570
215,4,537,1152
215,5,1919,1422
215,6,1097,488
215,7,1098,802
215,8,1100,804
215,9,1099,47581
215,10,7280,0
22,0,1240,548
22,1,1241,370
22,2,1243,498
22,3,7207,140
22,4,7187,299
22,5,7188,322
22,6,1203,466
22,7,7071,497
22,8,872,484
22,9,1244,233
22,10,1246,273
22,11,1245,815
22,12,1247,340
22,13,1249,296
22,14,1251,1361
22,15,1250,151
22,16,1253,323
22,17,1252,230
22,18,1254,883
22,19,854,460
22,20,1255,452
22,21,1191,0
23,0,732,131
23,1,7617,571
23,2,1263,401
23,3,1265,497
23,4,1259,583
23,5,1262,488
23,6,1268,723
23,7,1264,475
23,8,1270,465
23,9,1272,366
23,10,1266,548
23,11,1274,501
23,12,1267,485
23,13,1276,635
23,14,1269,594
23,15,1271,674
23,16,1278,309
23,17,1273,706
23,18,1280,587
23,19,1275,612
23,20,1277,357
23,21,1279,570
23,22,1283,256
23,23,1281,773
23,24,1284,507
23,25,1282,506
23,26,1285,509
23,27,1286,547
23,28,1287,419
23,29,1288,408
23,30,1289,624
23,31,1291,345
23,32,1295,494
23,33,1290,658
23,34,1293,559
23,35,1292,422
23,36,5824,392
23,37,1310,2
23,38,1294,0
24,0,35,618
24,1,1297,790
24,2,1296,492
24,3,1299,513
24,4,1298,1175
24,5,1300,1605
24,6,908,265
24,7,510,827
24,8,1301,1638
24,9,1302,2056
24,10,271,924
24,11,273,2261
24,12,1115,1162
24,13,1152,993
24,14,1156,344
24,15,7800,921
24,16,1160,830
24,17,1157,964
24,18,1303,2037
24,19,1305,543
24,20,3634,3744
24,21,1307,1715
24,22,1306,1916
24,23,1309,566
24,24,3643,2401
24,25,3648,2419
24,26,732,0
25,0,725,483
25,1,4149,260
25,2,140,447
25,3,718,240
25,4,715,412
25,5,720,363
25,6,717,508
25,7,724,356
25,8,719,303
25,9,721,215
25,10,723,150
25,11,722,549
25,12,464,490
25,13,470,276
25,14,437,442
25,15,439,167
25,16,440,645
25,17,465,189
25,18,469,502
25,19,466,222
25,20,472,456
25,21,467,124
25,22,1051,296
25,23,1347,210
25,24,18,400
25,25,22,138
25,26,21,256
25,27,23,168
25,28,24,186
25,29,25,338
25,30,26,133
25,31,1344,792
25,32,1196,228
25,33,1194,339
25,34,1198,1000
25,35,1197,403
25,36,1346,540
25,37,1348,395
25,38,1350,332
25,39,1349,358
25,40,1351,385
25,41,1352,296
25,42,1354,295
25,43,1353,625
25,44,1355,404
25,45,1261,553
25,46,1258,367
25,47,1356,340
25,48,1357,402
25,49,1359,250
25,50,1361,229
25,51,1362,220
25,52,1358,228
25,53,1360,372
25,54,1366,250
25,55,1149,499
25,56,1054,0
26,0,1403,308
26,1,1408,607
26,2,1410,241
26,3,1405,202
26,4,1407,412
26,5,421,227
26,6,423,287
26,7,368,280
26,8,367,277
26,9,369,221
26,10,373,449
26,11,370,530
26,12,374,115
26,13,371,395
26,14,372,251
26,15,378,324
26,16,375,304
26,17,377,190
26,18,376,218
26,19,379,147
26,20,381,226
26,21,380,392
26,22,383,280
26,23,382,191
26,24,89,203
26,25,90,226
26,26,1409,260
26,27,1413,278
26,28,1416,290
26,29,1411,362
26,30,1412,937
26,31,98,419
26,32,100,296
26,33,101,307
26,34,103,427
26,35,105,291
26,36,104,227
26,37,107,269
26,38,106,296
26,39,625,235
26,40,623,384
26,41,626,286
26,42,627,341
26,43,628,340
26,44,629,556
26,45,1386,289
26,46,117,481
26,47,116,279
26,48,725,0
27,0,35,173
27,1,7276,326
27,2,7277,145
27,3,1451,218
27,4,1344,792
27,5,1196,228
27,6,1194,339
27,7,1198,1000
27,8,1197,379
27,9,1201,331
27,10,1199,133
27,11,1444,237
27,12,1380,479
27,13,1382,167
27,14,1453,326
27,15,1445,291
27,16,1454,79
27,17,1455,345
27,18,1446,366
27,19,1456,380
27,20,1450,171
27,21,1461,630
27,22,1452,289
27,23,1449,472
27,24,1463,261
27,25,1457,241
27,26,1458,475
27,27,1464,321
27,28,1466,320
27,29,1468,464
27,30,1459,424
27,31,1460,665
27,32,1462,477
27,33,1465,405
27,34,1467,370
27,35,1469,541
27,36,1470,244
27,37,1472,549
27,38,1471,193
27,39,1473,366
27,40,1474,497
27,41,1477,299
27,42,1475,356
27,43,1476,329
27,44,1480,1048
27,45,1417,0
28,0,1521,969
28,1,7158,1137
28,2,1518,442
28,3,1523,345
28,4,1520,500
28,5,1525,552
28,6,1522,340
28,7,1514,467
28,8,1527,967
28,9,1524,748
28,10,1529,474
28,11,1526,339
28,12,1531,380
28,13,1528,486
28,14,1530,457
28,15,1535,236
28,16,1532,456
28,17,1537,258
28,18,1534,172
28,19,1536,361
28,20,1539,324
28,21,1538,360
28,22,400,357
28,23,402,238
28,24,403,295
28,25,404,426
28,26,405,775
28,27,1540,494
28,28,1542,601
28,29,1543,377
28,30,1545,129
28,31,1544,232
28,32,1547,207
28,33,1546,257
28,34,1550,156
28,35,1548,404
28,36,1552,722
28,37,1549,320
28,38,1551,341
28,39,1554,261
28,40,1557,310
28,41,1553,620
28,42,1555,442
28,43,1558,362
28,44,1556,523
28,45,1482,0
3,0,35,173
3,1,7276,326
3,2,7277,221
3,3,7278,534
3,4,7265,60
3,5,7266,60
3,6,7693,70
3,7,1256,114
3,8,7588,113
3,9,32,469
3,10,31,230
3,11,34,335
3,12,42,302
3,13,44,127
3,14,39,608
3,15,41,552
3,16,43,312
3,17,46,219
3,18,47,566
3,19,45,251
3,20,49,395
3,21,48,213
3,22,50,297
3,23,51,341
3,24,52,204
3,25,53,364
3,26,54,237
3,27,55,464
3,28,56,482
3,29,57,584
3,30,60,556
3,31,58,456
3,32,62,414
3,33,67,355
3,34,63,348
3,35,72,547
3,36,64,248
3,37,4754,395
3,38,73,526
3,39,213,879
3,40,68,414
3,41,74,371
3,42,69,454
3,43,70,361
3,44,71,277
3,45,77,479
3,46,3204,268
3,47,3203,363
3,48,3206,421
3,49,3259,355
3,50,3207,322
3,51,3210,1794
3,52,75,0
30,0,278,341
30,1,620,272
30,2,622,266
30,3,624,155
30,4,1675,249
30,5,1678,247
30,6,1677,239
30,7,1680,227
30,8,1679,300
30,9,1603,341
30,10,1682,399
30,11,1681,459
30,12,1684,189
30,13,1683,370
30,14,1686,318
30,15,1685,372
30,16,1688,467
30,17,1687,431
30,18,553,372
30,19,510,612
30,20,555,276
30,21,259,265
30,22,260,212
30,23,261,405
30,24,262,458
30,25,263,267
30,26,264,389
30,27,265,667
30,28,266,255
30,29,268,482
30,30,267,712
30,31,270,477
30,32,271,696
30,33,272,230
30,34,273,811
30,35,275,453
30,36,277,997
30,37,1115,465
30,38,1151,697
30,39,1152,131
30,40,1690,326
30,41,1691,392
30,42,1692,407
30,43,1693,324
30,44,1694,250
30,45,1695,275
30,46,1696,440
30,47,1698,354
30,48,1697,294
30,49,6839,220
30,50,1700,461
30,51,1699,176
30,52,1703,325
30,53,1624,212
30,54,1701,512
30,55,1704,249
30,56,1706,135
30,57,1615,0
31,0,1403,326
31,1,362,319
31,2,363,318
31,3,364,277
31,4,365,203
31,5,588,440
31,6,589,312
31,7,590,215
31,8,592,115
31,9,1648,299
31,10,3174,305
31,11,2110,175
31,12,594,995
31,13,2038,340
31,14,2043,319
31,15,2047,479
31,16,2046,403
31,17,462,233
31,18,2729,402
31,19,2731,602
31,20,1655,333
31,21,1660,277
31,22,1657,247
31,23,1662,322
31,24,1659,238
31,25,1664,370
31,26,1661,458
31,27,1666,428
31,28,4744,376
31,29,2741,278
31,30,4726,433
31,31,2632,697
31,32,7245,327
31,33,7246,256
31,34,965,663
31,35,977,460
31,36,966,293
31,37,7249,657
31,38,7250,705
31,39,7251,301
31,40,7256,417
31,41,1676,478
31,42,6835,284
31,43,1615,0
32,0,725,483
32,1,4149,260
32,2,140,151
32,3,141,410
32,4,143,611
32,5,145,300
32,6,142,227
32,7,144,536
32,8,146,294
32,9,147,211
32,10,1675,249
32,11,1678,247
32,12,1677,239
32,13,1680,227
32,14,1679,300
32,15,1603,341
32,16,1682,399
32,17,1681,459
32,18,1684,189
32,19,1683,370
32,20,1686,318
32,21,1685,372
32,22,1688,467
32,23,1687,431
32,24,553,372
32,25,510,612
32,26,555,522
32,27,187,337
32,28,455,342
32,29,457,280
32,30,454,423
32,31,456,339
32,32,459,244
32,33,458,266
32,34,461,435
32,35,56,482
32,36,57,160
32,37,460,277
32,38,463,365
32,39,462,459
32,40,468,0
335,0,1945,216
335,1,7807,3425
335,2,192,1186
335,3,1920,305
335,4,1915,391
335,5,1924,2288
335,6,476,2181
335,7,477,63113
335,8,7595,0
336,0,7614,0
336,1,7614,943
336,2,7615,0
336,3,7615,1537
336,4,377,0
336,5,377,1158
336,6,7277,0
336,7,7277,749
336,8,28,0
336,9,28,420
336,10,32,0
336,11,32,469
336,12,31,0
336,13,31,94
336,14,79,1218
336,15,7616,787
336,16,4261,589
336,17,7614,378
336,18,7616,378
336,19,7614,0
34,0,1805,88
34,1,7585,1082
34,2,770,249
34,3,7049,246
34,4,763,297
34,5,1847,635
34,6,1849,324
34,7,1848,341
34,8,1798,359
34,9,1851,396
34,10,1852,415
34,11,1853,322
34,12,1855,397
34,13,1856,608
34,14,1854,697
34,15,1857,648
34,16,1858,247
34,17,1859,308
34,18,1861,586
34,19,1863,601
34,20,1865,208
34,21,1860,235
34,22,1862,311
34,23,1864,667
34,24,7179,344
34,25,1866,527
34,26,1868,874
34,27,1869,394
34,28,1870,252
34,29,1568,344
34,30,1563,307
34,31,1565,458
34,32,1570,162
34,33,1567,435
34,34,1571,231
34,35,1022,0
340,1,7783,279
340,2,7784,250
340,3,7785,427
340,4,7786,228
340,5,7787,107
340,6,7788,172
340,7,7789,669
340,8,3372,258
340,9,3373,562
340,10,4259,292
340,11,3375,344
340,12,4132,334
340,13,4131,222
340,14,3374,1112
340,15,7774,501
340,16,7776,828
340,17,7778,1108
340,18,7811,2171
340,19,7808,562
340,20,7810,834
340,21,4184,3334
340,22,7813,1458
340,23,7781,1084
340,24,7801,1164
340,25,7815,1812
340,26,3989,450
340,27,7805,2093
340,28,2888,356
340,29,7567,260
340,30,2028,208
340,31,7270,437
340,32,7273,290
340,33,7274,356
340,34,7275,171
340,35,35,0
35,0,8,114
35,1,1,629
35,2,470,276
35,3,437,442
35,4,439,167
35,5,440,563
35,6,432,177
35,7,441,210
35,8,285,313
35,9,286,334
35,10,1907,451
35,11,1909,361
35,12,92,352
35,13,1911,237
35,14,1912,395
35,15,731,200
35,16,1913,326
35,17,1917,735
35,18,1920,305
35,19,1915,391
35,20,1924,886
35,21,730,329
35,22,1916,433
35,23,1918,328
35,24,1925,436
35,25,476,373
35,26,473,254
35,27,475,1614
35,28,477,522
35,29,478,448
35,30,480,575
35,31,479,2163
35,32,482,796
35,33,481,512
35,34,485,409
35,35,483,384
35,36,1025,546
35,37,1030,419
35,38,1026,438
35,39,1028,388
35,40,494,710
35,41,498,625
35,42,7159,447
35,43,495,1103
35,44,536,570
35,45,537,1152
35,46,1919,967
35,47,7695,460
35,48,1097,488
35,49,1098,802
35,50,1100,804
35,51,1099,487
35,52,7700,645
35,53,1871,0
36,0,725,333
36,1,630,617
36,2,631,449
36,3,632,422
36,4,633,155
36,5,1852,415
36,6,1853,322
36,7,1855,397
36,8,1856,608
36,9,1854,697
36,10,1857,648
36,11,1858,247
36,12,1859,308
36,13,1861,586
36,14,1863,601
36,15,1865,408
36,16,1893,388
36,17,1886,464
36,18,1887,276
36,19,1895,290
36,20,1888,313
36,21,1898,470
36,22,1892,913
36,23,1900,461
36,24,1894,525
36,25,1902,606
36,26,1896,467
36,27,1904,372
36,28,1897,275
36,29,1906,511
36,30,1899,678
36,31,1908,223
36,32,1901,429
36,33,1910,309
36,34,1903,291
36,35,1905,271
36,36,166,0
37,0,1936,328
37,1,1943,74
37,2,1938,687
37,3,1940,790
37,4,1946,185
37,5,1942,1220
37,6,18,400
37,7,22,138
37,8,21,256
37,9,23,168
37,10,24,186
37,11,25,338
37,12,26,179
37,13,27,575
37,14,30,180
37,15,1256,316
37,16,4271,180
37,17,2724,253
37,18,4272,198
37,19,4273,246
37,20,4274,320
37,21,243,269
37,22,244,242
37,23,245,183
37,24,246,102
37,25,247,235
37,26,248,357
37,27,250,239
37,28,249,531
37,29,251,401
37,30,252,292
37,31,253,382
37,32,254,240
37,33,255,269
37,34,256,372
37,35,911,370
37,36,913,305
37,37,912,667
37,38,1945,0
38,0,7282,455
38,1,620,272
38,2,622,266
38,3,624,580
38,4,623,384
38,5,626,175
38,6,4219,381
38,7,1948,398
38,8,1955,257
38,9,1949,441
38,10,1956,341
38,11,1950,289
38,12,1958,251
38,13,1952,89
38,14,2022,271
38,15,1954,145
38,16,1960,231
38,17,1957,516
38,18,1959,323
38,19,1961,183
38,20,1964,123
38,21,1783,314
38,22,1784,401
38,23,1963,445
38,24,1966,328
38,25,1968,1500
38,26,1739,1346
38,27,1741,314
38,28,1965,219
38,29,1967,333
38,30,1970,367
38,31,1969,401
38,32,1971,316
38,33,1972,164
38,34,1974,282
38,35,1975,278
38,36,2604,337
38,37,2599,190
38,38,1998,474
38,39,7130,388
38,40,1979,0
380,0,1979,132
380,1,177,302
380,2,178,352
380,3,180,289
380,4,181,443
380,5,179,671
380,6,183,354
380,7,182,334
380,8,185,234
380,9,184,521
380,10,187,307
380,11,186,81
380,12,256,372
380,13,911,370
380,14,913,305
380,15,912,69
380,16,995,246
380,17,997,494
380,18,999,309
380,19,258,460
380,20,600,249
380,21,602,755
380,22,605,379
380,23,608,300
380,24,607,397
380,25,610,401
380,26,609,452
380,27,612,460
380,28,611,195
380,29,613,443
380,30,614,469
380,31,615,695
380,32,616,136
380,33,434,175
380,34,436,174
380,35,435,268
380,36,438,328
380,37,1010,360
380,38,620,272
380,39,622,266
380,40,624,580
380,41,623,384
380,42,626,286
380,43,627,341
380,44,628,340
380,45,629,556
380,46,1386,289
380,47,117,481
380,48,116,102
380,49,4150,288
380,50,630,617
380,51,631,449
380,52,632,422
380,53,633,333
380,54,634,363
380,55,635,575
380,56,636,991
380,57,637,581
380,58,638,1231
380,59,639,492
380,60,640,498
380,61,3422,356
380,62,3430,514
380,63,641,842
380,64,643,433
380,65,642,539
380,66,644,297
380,67,645,427
380,68,646,800
380,69,3876,613
380,70,3424,569
380,71,3425,38976
380,72,7806,0
381,0,166,494
381,1,2342,510
381,2,2341,406
381,3,2346,319
381,4,2344,592
381,5,2677,289
381,6,2675,646
381,7,2676,544
381,8,2678,448
381,9,2680,387
381,10,932,312
381,11,935,336
381,12,933,560
381,13,936,460
381,14,942,592
381,15,937,280
381,16,938,397
381,17,944,431
381,18,2356,508
381,19,2359,276
381,20,2358,347
381,21,2360,238
381,22,2361,680
381,23,2364,589
381,24,2362,316
381,25,2363,515
381,26,2368,861
381,27,2365,859
381,28,315,342
381,29,320,678
381,30,1549,320
381,31,1551,341
381,32,1554,261
381,33,1557,310
381,34,1553,620
381,35,1555,442
381,36,1558,362
381,37,1556,11657
381,38,7208,0
382,0,1979,132
382,1,177,302
382,2,178,352
382,3,180,289
382,4,181,443
382,5,179,671
382,6,183,354
382,7,182,334
382,8,185,234
382,9,184,521
382,10,187,307
382,11,186,81
382,12,256,372
382,13,911,370
382,14,913,305
382,15,912,69
382,16,995,246
382,17,997,494
382,18,999,309
382,19,258,797
382,20,511,155
382,21,556,323
382,22,512,607
382,23,232,300
382,24,558,358
382,25,513,257
382,26,514,199
382,27,515,273
382,28,7262,525
382,29,422,221
382,30,517,258
382,31,518,206
382,32,519,306
382,33,520,299
382,34,521,416
382,35,366,464
382,36,476,373
382,37,473,254
382,38,475,1614
382,39,477,522
382,40,478,448
382,41,480,575
382,42,479,2163
382,43,482,796
382,44,481,512
382,45,485,409
382,46,483,384
382,47,1025,546
382,48,1030,419
382,49,1026,438
382,50,1028,388
382,51,494,710
382,52,498,625
382,53,7159,447
382,54,495,1103
382,55,536,3101
382,56,1097,488
382,57,1098,802
382,58,1100,804
382,59,1099,6653
382,60,7208,0
4,0,35,173
4,1,7276,326
4,2,7277,221
4,3,7278,591
4,4,7266,60
4,5,7693,70
4,6,1256,316
4,7,4271,180
4,8,2724,253
4,9,4272,198
4,10,4273,246
4,11,4274,320
4,12,243,269
4,13,244,242
4,14,245,183
4,15,246,102
4,16,247,235
4,17,248,357
4,18,250,239
4,19,249,531
4,20,251,401
4,21,252,292
4,22,253,382
4,23,254,240
4,24,255,269
4,25,256,329
4,26,257,238
4,27,258,345
4,28,259,265
4,29,260,212
4,30,261,405
4,31,262,458
4,32,263,267
4,33,264,389
4,34,265,667
4,35,266,255
4,36,268,482
4,37,267,712
4,38,270,477
4,39,271,696
4,40,272,230
4,41,273,811
4,42,275,453
4,43,277,997
4,44,1115,68
4,45,1239,162
4,46,166,0
40,0,35,173
40,1,7276,326
40,2,7277,221
40,3,7278,588
40,4,7264,137
40,5,1256,316
40,6,4271,180
40,7,2724,253
40,8,4272,198
40,9,4273,299
40,10,2692,508
40,11,2029,183
40,12,1096,239
40,13,2030,341
40,14,2031,798
40,15,2033,291
40,16,2727,271
40,17,2109,213
40,18,591,113
40,19,2039,319
40,20,2035,273
40,21,2041,244
40,22,2036,267
40,23,2038,340
40,24,2043,319
40,25,2047,479
40,26,2046,579
40,27,2040,266
40,28,2042,401
40,29,921,430
40,30,920,337
40,31,922,422
40,32,923,341
40,33,924,450
40,34,4745,265
40,35,925,447
40,36,2049,501
40,37,2044,240
40,38,2045,462
40,39,2051,435
40,40,2048,341
40,41,2053,298
40,42,2050,544
40,43,2092,295
40,44,2052,697
40,45,2057,530
40,46,2054,242
40,47,2055,236
40,48,2058,323
40,49,2059,274
40,50,2060,316
40,51,2061,298
40,52,1695,275
40,53,1696,440
40,54,1698,354
40,55,1697,294
40,56,6839,220
40,57,1700,461
40,58,1699,176
40,59,1703,325
40,60,1624,212
40,61,1701,512
40,62,1704,249
40,63,1706,135
40,64,1615,0
41,0,35,173
41,1,7276,326
41,2,7277,221
41,3,7278,591
41,4,7266,60
41,5,7693,70
41,6,1256,227
41,7,32,469
41,8,31,230
41,9,34,335
41,10,42,302
41,11,44,127
41,12,39,431
41,13,2029,183
41,14,1096,474
41,15,293,162
41,16,295,414
41,17,298,435
41,18,297,283
41,19,300,475
41,20,299,621
41,21,302,223
41,22,301,98
41,23,522,1965
41,24,304,380
41,25,309,387
41,26,306,330
41,27,310,320
41,28,312,422
41,29,307,475
41,30,308,521
41,31,314,348
41,32,316,359
41,33,311,281
41,34,313,298
41,35,318,444
41,36,315,342
41,37,320,633
41,38,317,479
41,39,322,499
41,40,319,350
41,41,321,949
41,42,323,205
41,43,325,568
41,44,324,826
41,45,2083,390
41,46,2084,424
41,47,1040,222
41,48,1041,957
41,49,1042,329
41,50,396,874
41,51,536,570
41,52,537,1067
41,53,7644,276
41,54,7648,279
41,55,7623,364
41,56,7646,236
41,57,538,0
42,0,35,173
42,1,7276,326
42,2,7277,221
42,3,7278,609
42,4,4275,335
42,5,32,79
42,6,2114,109
42,7,2115,373
42,8,2116,420
42,9,855,293
42,10,857,514
42,11,858,332
42,12,860,1386
42,13,843,145
42,14,2122,280
42,15,2123,458
42,16,2125,243
42,17,2124,283
42,18,2126,402
42,19,2130,281
42,20,2186,343
42,21,2127,342
42,22,2128,422
42,23,2132,268
42,24,2131,246
42,25,2135,223
42,26,2133,250
42,27,2136,202
42,28,2134,201
42,29,1362,220
42,30,1358,228
42,31,1360,372
42,32,1366,511
42,33,1055,306
42,34,1147,297
42,35,1058,286
42,36,1061,392
42,37,1063,390
42,38,1060,402
42,39,1065,267
42,40,1062,537
42,41,1066,279
42,42,1064,144
42,43,2138,324
42,44,2137,286
42,45,2141,360
42,46,2139,300
42,47,2144,113
42,48,2140,0
43,0,496,92
43,1,2148,220
43,2,2149,324
43,3,2151,289
43,4,2150,524
43,5,2153,226
43,6,879,731
43,7,881,566
43,8,884,397
43,9,878,383
43,10,880,685
43,11,882,396
43,12,886,545
43,13,887,1014
43,14,883,693
43,15,885,477
43,16,889,412
43,17,891,390
43,18,893,493
43,19,888,327
43,20,892,538
43,21,894,541
43,22,895,144
43,23,702,551
43,24,2155,381
43,25,2152,267
43,26,2154,304
43,27,2157,383
43,28,4597,392
43,29,2156,764
43,30,3791,281
43,31,3790,452
43,32,3793,478
43,33,2158,491
43,34,2161,391
43,35,2160,635
43,36,2163,742
43,37,2162,526
43,38,2165,358
43,39,2164,383
43,40,2166,410
43,41,2168,669
43,42,2169,692
43,43,2167,506
43,44,2171,570
43,45,2170,192
43,46,2172,0
44,0,278,87
44,1,4774,256
44,2,464,216
44,3,897,378
44,4,896,503
44,5,1023,339
44,6,1018,170
44,7,1024,306
44,8,1027,451
44,9,1020,219
44,10,1029,246
44,11,1616,260
44,12,2191,302
44,13,2192,446
44,14,2193,256
44,15,2194,363
44,16,7311,239
44,17,2199,275
44,18,2195,235
44,19,2196,505
44,20,2198,202
44,21,2201,410
44,22,2203,393
44,23,2200,400
44,24,2205,445
44,25,1302,171
44,26,2202,215
44,27,268,482
44,28,267,712
44,29,270,477
44,30,271,696
44,31,272,264
44,32,2207,426
44,33,2208,413
44,34,2206,567
44,35,2204,459
44,36,2287,214
44,37,2210,456
44,38,2212,450
44,39,2211,155
44,40,2213,225
44,41,2215,678
44,42,2273,423
44,43,2217,509
44,44,2214,550
44,45,4659,489
44,46,4657,457
44,47,4658,772
44,48,3971,406
44,49,4715,356
44,50,2220,383
44,51,2221,975
44,52,2222,443
44,53,3949,557
44,54,3939,344
44,55,2265,336
44,56,2227,0
45,0,1403,326
45,1,362,319
45,2,363,318
45,3,364,277
45,4,365,203
45,5,588,440
45,6,589,312
45,7,590,215
45,8,592,115
45,9,1648,370
45,10,1651,368
45,11,2041,244
45,12,2036,267
45,13,2038,340
45,14,2043,319
45,15,2047,479
45,16,2046,579
45,17,2040,266
45,18,2042,401
45,19,921,430
45,20,920,337
45,21,922,422
45,22,923,341
45,23,924,450
45,24,4745,265
45,25,925,447
45,26,2049,501
45,27,2044,240
45,28,2045,462
45,29,2051,435
45,30,2048,341
45,31,2053,298
45,32,2050,544
45,33,2092,295
45,34,2052,697
45,35,2057,393
45,36,2089,304
45,37,2090,495
45,38,2254,399
45,39,2250,306
45,40,2251,389
45,41,2252,370
45,42,1115,31
45,43,1116,34
45,44,1117,401
45,45,1151,84
45,46,1689,613
45,47,1152,131
45,48,1690,326
45,49,1691,392
45,50,1692,407
45,51,1693,324
45,52,1694,154
45,53,2340,372
45,54,2338,412
45,55,2339,502
45,56,2264,365
45,57,2262,378
45,58,4762,401
45,59,2255,331
45,60,2266,345
45,61,2257,442
45,62,2259,404
45,63,2268,449
45,64,2261,92
45,65,1303,552
45,66,2270,501
45,67,2272,0
46,0,496,324
46,1,502,257
46,2,499,640
46,3,542,367
46,4,501,563
46,5,138,358
46,6,139,278
46,7,4773,495
46,8,1778,551
46,9,728,185
46,10,111,458
46,11,110,312
46,12,113,152
46,13,112,554
46,14,114,418
46,15,115,257
46,16,117,481
46,17,116,102
46,18,4150,288
46,19,630,328
46,20,2306,313
46,21,7141,964
46,22,2932,217
46,23,2308,313
46,24,2309,166
46,25,2311,320
46,26,2310,432
46,27,2312,445
46,28,2313,292
46,29,1861,586
46,30,1863,601
46,31,1865,351
46,32,2314,337
46,33,2315,299
46,34,2316,361
46,35,2317,468
46,36,2318,316
46,37,2319,406
46,38,2320,292
46,39,2321,1028
46,40,2322,640
46,41,2323,645
46,42,2324,359
46,43,2325,417
46,44,2326,312
46,45,2327,0
48,0,35,84
48,1,86,121
48,2,88,460
48,3,89,203
48,4,90,226
48,5,1409,260
48,6,1413,278
48,7,1416,290
48,8,1411,362
48,9,1412,937
48,10,98,419
48,11,100,247
48,12,2410,259
48,13,2413,240
48,14,2412,147
48,15,2415,194
48,16,2414,314
48,17,2417,318
48,18,2416,235
48,19,2419,308
48,20,2418,352
48,21,2421,245
48,22,2199,275
48,23,2195,235
48,24,2196,350
48,25,2420,431
48,26,2423,236
48,27,2422,313
48,28,2425,226
48,29,2424,477
48,30,1302,171
48,31,2202,215
48,32,268,482
48,33,267,712
48,34,270,477
48,35,271,696
48,36,272,230
48,37,273,811
48,38,275,453
48,39,277,997
48,40,1115,230
48,41,166,0
49,0,35,173
49,1,7276,326
49,2,7277,221
49,3,7278,89
49,4,120,74
49,5,3080,320
49,6,84,407
49,7,1297,145
49,8,292,431
49,9,242,218
49,10,7589,324
49,11,2481,436
49,12,2483,105
49,13,2491,151
49,14,2494,280
49,15,2485,545
49,16,449,222
49,17,2496,273
49,18,2487,414
49,19,2497,365
49,20,2489,392
49,21,2499,202
49,22,2492,333
49,23,2493,517
