stopId,stopName,lat,lng
3493,Cây xăng Minh Tân 2,10.999596,106.569936
3537,Ngã 3 Nguyễn Thị Rành,11.129481,106.483719
3488,Cầu Bến Nẩy,11.011555,106.563773
3539,Ngã 3 Cây Gõ,11.129171,106.486938
3540,Trường học An Phú,11.124365,106.493247
3490,Hoa viên Vườn Hồng,11.01775,106.563515
3494,Trường tiểu học Phú Hòa Đông 2,11.022483,106.564148
3541,Làng nghề Một Thoáng Việt Nam,11.119728,106.49793
3492,"Chợ, nhà thờ Phú Hòa Đông",11.027588,106.565022
3542,Công ty bò sữa An Phú,11.115517,106.502168
3495,Cây xăng Tài Lộc,11.037597,106.55925
3544,Ùy ban nhân dân xã An Phú,11.110448,106.506647
3543,"Quán Phú Yên, đường 787",11.105517,106.508453
3497,Trường tiểu học Phú Hòa Đông 2,11.039919,106.556
3545,Nghĩa trang liệt sỹ huyện Củ Chi,11.09852,106.510708
3496,Bãi Cát,11.04292,106.551831
3499,Nông trường Phạm Văn Cội,11.045,106.548677
3546,Lẩu dê Tư Hổ,11.094503,106.512548
3498,Dốc Mít - Chen - Lin,11.04759,106.544632
3547,Nhà văn hóa Cụm An Nhơn Tây,11.089467,106.513885
3500,Văn phòng Ấp Bến Đình,11.051734,106.538383
3548,Cây xăng số 5,11.0846,106.515137
3502,Cây xăng Tân Phong,11.057183,106.531484
3549,"Chùa Hoàng Linh, Ấp văn hóa Bến Mương",11.080667,106.516251
3501,Địa đạo Bến Đình,11.06216,106.529114
3551,Trường Thiếu Sinh Quân,11.070008,106.522059
3550,Địa đạo Bến Đình,11.061469,106.529306
3503,Trường Thiếu Sinh Quân,11.069613,106.522697
3505,"Chùa Hoàng Linh, Ấp văn hóa Bến Mương",11.080515,106.516449
3552,Cây xăng Tân Phong,11.056462,106.531699
3553,Văn phòng Ấp Bến Đình,11.052055,106.537605
3504,Cây xăng số 5,11.085133,106.515149
3506,Nhà văn hóa Cụm An Nhơn Tây,11.089071,106.514109
3555,Dốc Mít - Chen - Lin,11.047691,106.544235
3554,Nông trường Phạm Văn Cội,11.045105,106.548302
3507,Lẩu dê Tư Hổ,11.094219,106.512773
3556,Bãi Cát,11.042689,106.551949
3510,Nghĩa trang liệt sỹ huyện Củ Chi,11.098246,106.51104
3509,"Quán Phú Yên, Đường 787",11.105137,106.508696
3557,Trường tiểu học Phú Hòa Đông 2,11.040093,106.555538
3558,Cây xăng Tài Lộc,11.037245,106.559513
3512,Ủy ban nhân dân xã An Phú,11.110832,106.506625
3508,Công ty bò sữa An Phú,11.11658,106.501282
3559,"Chợ, Nhà thờ Phú Hòa Đông",11.028725,106.565028
3513,Làng nghề Một Thoáng Việt Nam,11.120286,106.497527
3560,Trường Tiểu học Phú Hòa Đông 1,11.022754,106.563971
3561,Hoa viên Vườn Hồng,11.018616,106.563419
3511,Trường học An Phú,11.12396,106.493837
3563,Cầu Bến Nẩy,11.010854,106.563987
3517,Ngã 3 Cây Gõ,11.129329,106.486482
3514,Ngã 3 Nguyễn Thị Rành,11.129555,106.484068
3562,Cây xăng Minh Tân 2,10.999233,106.569952
3564,Láng The,10.996558,106.571057
3515,ngã 3 xã Phú Mỹ Hưng,11.131771,106.479084
3565,Công ty Carimax Sài Gòn,10.990628,106.573568
3518,Cầu Thai Thai,11.139345,106.473393
3566,Ngã tư Tân Quy,10.985346,106.575746
3520,Ngã 3 tỉnh lộ 6,11.143235,106.469112
3516,Ngã 3 Đền Bến Dược,11.149403,106.461033
7509,Bến xe Tây Ninh,11.309938,106.087836
7604,Trường Trí Tuệ Việt,10.8036518096924,106.591171264648
7603,Chung cư Green Town,10.805296,106.591871
7601,Trung tâm Thanh thiếu niên miền Nam,10.810776,106.593019
7602,Ủy ban nhân dân Bình Hưng Hòa B,10.814206,106.593835
3484,Trạm Tân Kỳ Tân Quý,10.795888,106.614075
3567,Dương Văn Dương,10.795776,106.617661
3480,UBND Phường 11,10.767902,106.650314
3479,Chợ Chim Xanh,10.765965,106.647392
3571,Trạm Phạm Văn Xảo,10.788296,106.623377
3569,Vườn Lài,10.787748,106.626221
3572,Minh Tâm,10.788038,106.62928
3570,Trạm Nguyễn Văn Tố,10.787796,106.632668
3573,Trạm Lũy Bán Bích,10.786632,106.635857
4277,"14-16, Vườn Lài",10.786679,106.636031
4278,"100, Vườn Lài",10.787722,106.633703
4279,"180, Vườn Lài",10.787996,106.628532
